x,rho
-11.196,2.4066507981e-28
-11.184,2.75251783905e-28
-11.172,3.14763718266e-28
-11.16,3.59895696173e-28
-11.148,4.11439611251e-28
-11.136,4.70297868448e-28
-11.124,5.37498654432e-28
-11.112,6.1421329672e-28
-11.1,7.01775994266e-28
-11.088,8.01706240111e-28
-11.076,9.15734299562e-28
-11.064,1.04583015593e-27
-11.052,1.19423639082e-27
-11.04,1.36350552809e-27
-11.028,1.55654244125e-27
-11.016,1.77665250336e-27
-11.004,2.02759624898e-27
-10.992,2.31365141953e-27
-10.98,2.63968337865e-27
-10.968,3.01122501482e-27
-10.956,3.43456739573e-27
-10.944,3.91686260561e-27
-10.932,4.46624038542e-27
-10.92,5.09194040836e-27
-10.908,5.80446226413e-27
-10.896,6.61573549703e-27
-10.884,7.53931235029e-27
-10.872,8.59058621568e-27
-10.86,9.78703917931e-27
-10.848,1.11485224969e-26
-10.836,1.26975743306e-26
-10.824,1.44597796444e-26
-10.812,1.64641777882e-26
-10.8,1.87437240234e-26
-10.788,2.13358120468e-26
-10.776,2.42828654869e-26
-10.764,2.76330073769e-26
-10.752,3.14408177673e-26
-10.74,3.57681909552e-26
-10.728,4.06853052805e-26
-10.716,4.62717201061e-26
-10.704,5.26176164744e-26
-10.692,5.98252000456e-26
-10.68,6.80102873052e-26
-10.668,7.73040987124e-26
-10.656,8.78552854787e-26
-10.644,9.98322200728e-26
-10.632,1.13425584377e-25
-10.62,1.2885129373e-25
-10.608,1.46353799953e-25
-10.596,1.66209821915e-25
-10.584,1.88732558325e-25
-10.572,2.142764444e-25
-10.56,2.43242521775e-25
-10.548,2.76084499822e-25
-10.536,3.13315596361e-25
-10.524,3.55516256815e-25
-10.512,4.0334286329e-25
-10.5,4.57537559052e-25
-10.488,5.18939329576e-25
-10.476,5.88496498985e-25
-10.464,6.67280820556e-25
-10.452,7.56503362201e-25
-10.44,8.57532412907e-25
-10.428,9.7191366416e-25
-10.416,1.10139295195e-24
-10.404,1.24794188038e-24
-10.392,1.41378668758e-24
